ID;Active (0/1);Nombre/ Descripción corta;Categories (x,y,z...); Price tax included;Tax rules ID;Precio al por mayor;On sale;Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Fabricante;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Cantidad;Minimal quantity;Visible en;Additional shipping cost;Unit for the unit price;Unit price;Descripción corta;Descripción;Tags;Meta-título;Meta palabras clave;Meta descripción;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product availability date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature (Name:Value:Position:Customized);Available online only (0 = No, 1 = Yes);Estado;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Action when out of stock;ID / Name of shop;Advanced Stock Management;Depends on stock;Warehouse
208;1;MINERAL GLASS EARRING;;16,95;4;6,95;1;;;;;D0119   F  PE1 ;;;;;;;;;;;1;1;both;6.00;;;<p>MINERAL GLASS EARRING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">FACETED CRYSTAL </li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;MINERAL-GLASS-EARRING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0119-F-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
209;1;MINERAL GLASS EARRING;;16,95;4;6,95;1;;;;;D0119   L  PE1 ;;;;;;;;;;;11;1;both;6.00;;;<p>MINERAL GLASS EARRING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">FACETED CRYSTAL </li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;MINERAL-GLASS-EARRING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0119-L-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
210;1;MINERAL GLASS EARRING;;16,95;4;6,95;1;;;;;D0119   R  PE1 ;;;;;;;;;;;9;1;both;6.00;;;<p>MINERAL GLASS EARRING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">FACETED CRYSTAL </li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;MINERAL-GLASS-EARRING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0119-R-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
211;1;MINERAL GLASS EARRING;;16,95;4;6,95;1;;;;;D0119   V  PE1 ;;;;;;;;;;;6;1;both;6.00;;;<p>MINERAL GLASS EARRING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">FACETED CRYSTAL </li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;MINERAL-GLASS-EARRING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0119-V-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
212;1;MINERAL GLASS EARRING;;16,95;4;6,95;1;;;;;D0119   VO PE1 ;;;;;;;;;;;12;1;both;6.00;;;<p>MINERAL GLASS EARRING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">FACETED CRYSTAL </li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;MINERAL-GLASS-EARRING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0119-VO-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
213;1;MINERAL GLASS EARRING;;53,95;4;23,95;1;;;;;D0120   L  PE1 ;;;;;;;;;;;6;1;both;6.00;;;<p>MINERAL GLASS EARRING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">FACETED CRYSTAL </li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;MINERAL-GLASS-EARRING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0120-L-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
214;1;MINERAL GLASS EARRING;;53,95;4;23,95;1;;;;;D0120   R  PE1 ;;;;;;;;;;;8;1;both;6.00;;;<p>MINERAL GLASS EARRING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">FACETED CRYSTAL </li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;MINERAL-GLASS-EARRING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0120-R-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
215;1;GOLD PLATED PENDANT;;21,95;4;8,95;1;;;;;D0121   D  CG1 ;;;;;;;;;;;8;1;both;6.00;;;<p>GOLD PLATED PENDANT</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet""></li><li class=""bullet""></li></ul>";Jewerly, Woman, Necklaces, Original, Fashion, Style;;;;GOLD-PLATED-PENDANT;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0121-D-CG1.jpg;1;;0;;1;1;0;Out of stock;1;;;
216;1;GOLD OR RHODIUM PLATED EARRING;;49,95;4;23,95;1;;;;;D0121   D  PE1 ;;;;;;;;;;;1;1;both;6.00;;;<p>GOLD OR RHODIUM PLATED EARRING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet""></li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;GOLD-OR-RHODIUM-PLATED-EARRING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0121-D-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
217;1;GOLD OR RHODIUM PLATED EARRING;;24,95;4;11,65;1;;;;;D0122   D  PE1 ;;;;;;;;;;;2;1;both;6.00;;;<p>GOLD OR RHODIUM PLATED EARRING</p>   ;"<ul><li class=""bullet"">GOLD OR RHODIUM </li><li class=""bullet""></li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;GOLD-OR-RHODIUM-PLATED-EARRING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0122-D-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
218;1;GOLD OR RHODIUM PLATED EARRING;;24,95;4;11,65;1;;;;;D0122   PL PE1 ;;;;;;;;;;;4;1;both;6.00;;;<p>GOLD OR RHODIUM PLATED EARRING</p>   ;"<ul><li class=""bullet"">GOLD OR RHODIUM </li><li class=""bullet""></li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;GOLD-OR-RHODIUM-PLATED-EARRING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0122-PL-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
219;1;GOLD OR RHODIUM PLATED EARRING;;49,95;4;19,95;1;;;;;D0123   D  PE1 ;;;;;;;;;;;1;1;both;6.00;;;<p>GOLD OR RHODIUM PLATED EARRING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet""></li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;GOLD-OR-RHODIUM-PLATED-EARRING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0123-D-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
220;1;GOLD OR RHODIUM PLATED EARRING;;49,95;4;19,95;1;;;;;D0123   PL PE1 ;;;;;;;;;;;10;1;both;6.00;;;<p>GOLD OR RHODIUM PLATED EARRING</p>   ;"<ul><li class=""bullet"">CHAPADO PLATA</li><li class=""bullet""></li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;GOLD-OR-RHODIUM-PLATED-EARRING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0123-PL-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
221;1;GOLD, ROSE GOLD OR RHODIUM NECKLACE;;16,95;4;8,95;1;;;;;D0124   D  COL1;;;;;;;;;;;51;1;both;6.00;;;<p>GOLD, ROSE GOLD OR RHODIUM NECKLACE</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet""></li><li class=""bullet""></li></ul>";Jewerly, Woman, Necklaces, Original, Fashion, Style;;;;GOLD-ROSE-GOLD-OR-RHODIUM-NECKLACE;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0124-D-COL1.jpg;1;;0;;1;1;0;Out of stock;1;;;
222;1;GOLD, ROSE GOLD OR RHODIUM NECKLACE;;16,95;4;8,95;1;;;;;D0124   PL COL1;;;;;;;;;;;56;1;both;6.00;;;<p>GOLD, ROSE GOLD OR RHODIUM NECKLACE</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet""></li><li class=""bullet""></li></ul>";Jewerly, Woman, Necklaces, Original, Fashion, Style;;;;GOLD-ROSE-GOLD-OR-RHODIUM-NECKLACE;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0124-PL-COL1.jpg;1;;0;;1;1;0;Out of stock;1;;;
223;1;GOLD, ROSE GOLD OR RHODIUM NECKLACE;;18,95;4;7,6;1;;;;;D0125   D  COL1;;;;;;;;;;;69;1;both;6.00;;;<p>GOLD, ROSE GOLD OR RHODIUM NECKLACE</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">MOONSTONE DETAIL</li><li class=""bullet""></li></ul>";Jewerly, Woman, Necklaces, Original, Fashion, Style;;;;GOLD-ROSE-GOLD-OR-RHODIUM-NECKLACE;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0125-D-COL1.jpg;1;;0;;1;1;0;Out of stock;1;;;
224;1;GOLD OR RHODIUM PLATED BRACELET;;34,95;4;9,95;1;;;;;D0125   D  PUL1;;;;;;;;;;;49;1;both;6.00;;;<p>GOLD OR RHODIUM PLATED BRACELET</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">MOONSTONE DETAIL</li><li class=""bullet""></li></ul>";Jewerly, Woman, Bracelets, Original, Fashion, Style;;;;GOLD-OR-RHODIUM-PLATED-BRACELET;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0125-D-PUL1.jpg;1;;0;;1;1;0;Out of stock;1;;;
225;1;GOLD PLATED PENDANT;;34,95;4;10,95;1;;;;;D0125C  M;;;;;;;;;;;1;1;both;6.00;;;<p>GOLD PLATED PENDANT</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">COLOR DESIGN</li><li class=""bullet""></li></ul>";Jewerly, Woman, Necklaces, Original, Fashion, Style;;;;GOLD-PLATED-PENDANT;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0125C-M.jpg;1;;0;;1;1;0;Out of stock;1;;;
226;1;GOLD PLATED PENDANT;;34,95;4;10,95;1;;;;;D0125C  N;;;;;;;;;;;2;1;both;6.00;;;<p>GOLD PLATED PENDANT</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">COLOR DESIGN</li><li class=""bullet""></li></ul>";Jewerly, Woman, Necklaces, Original, Fashion, Style;;;;GOLD-PLATED-PENDANT;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0125C-N.jpg;1;;0;;1;1;0;Out of stock;1;;;
227;1;GOLD PLATED PENDANT;;34,95;4;10,95;1;;;;;D0125C  V;;;;;;;;;;;1;1;both;6.00;;;<p>GOLD PLATED PENDANT</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">COLOR DESIGN</li><li class=""bullet""></li></ul>";Jewerly, Woman, Necklaces, Original, Fashion, Style;;;;GOLD-PLATED-PENDANT;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0125C-V.jpg;1;;0;;1;1;0;Out of stock;1;;;
228;1;GOLD, ROSE GOLD OR RHODIUM NECKLACE;;13,65;4;4,95;1;;;;;D0126   D  COL1;;;;;;;;;;;59;1;both;6.00;;;<p>GOLD, ROSE GOLD OR RHODIUM NECKLACE</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">ZIRCON DETAIL</li><li class=""bullet""></li></ul>";Jewerly, Woman, Necklaces, Original, Fashion, Style;;;;GOLD-ROSE-GOLD-OR-RHODIUM-NECKLACE;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0126-D-COL1.jpg;1;;0;;1;1;0;Out of stock;1;;;
229;1;GOLD OR RHODIUM PLATED EARRING;;13,95;4;5,6;1;;;;;D0126   D  PE1 ;;;;;;;;;;;72;1;both;6.00;;;<p>GOLD OR RHODIUM PLATED EARRING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">ZIRCON DETAIL</li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;GOLD-OR-RHODIUM-PLATED-EARRING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0126-D-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
230;1;GOLD, ROSE GOLD OR RHODIUM NECKLACE;;13,65;4;4,95;1;;;;;D0126   PL COL1;;;;;;;;;;;61;1;both;6.00;;;<p>GOLD, ROSE GOLD OR RHODIUM NECKLACE</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">ZIRCON DETAIL</li><li class=""bullet""></li></ul>";Jewerly, Woman, Necklaces, Original, Fashion, Style;;;;GOLD-ROSE-GOLD-OR-RHODIUM-NECKLACE;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0126-PL-COL1.jpg;1;;0;;1;1;0;Out of stock;1;;;
231;1;GOLD OR RHODIUM PLATED EARRING;;13,95;4;5,6;1;;;;;D0126   PL PE1 ;;;;;;;;;;;70;1;both;6.00;;;<p>GOLD OR RHODIUM PLATED EARRING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">ZIRCON DETAIL</li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;GOLD-OR-RHODIUM-PLATED-EARRING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0126-PL-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
232;1;GOLD OR RHODIUM PLATED BRACELET;;13,95;4;6,5;1;;;;;D0127   D  PUL1;;;;;;;;;;;75;1;both;6.00;;;<p>GOLD OR RHODIUM PLATED BRACELET</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">GOLD OR RHODIUM </li><li class=""bullet"">ADJUSTABLE DESIGN</li></ul>";Jewerly, Woman, Bracelets, Original, Fashion, Style;;;;GOLD-OR-RHODIUM-PLATED-BRACELET;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0127-D-PUL1.jpg;1;;0;;1;1;0;Out of stock;1;;;
233;1;GOLD OR RHODIUM PLATED BRACELET;;13,95;4;6,5;1;;;;;D0127   P  PUL1;;;;;;;;;;;57;1;both;6.00;;;<p>GOLD OR RHODIUM PLATED BRACELET</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">GOLD OR RHODIUM </li><li class=""bullet"">ADJUSTABLE DESIGN</li></ul>";Jewerly, Woman, Bracelets, Original, Fashion, Style;;;;GOLD-OR-RHODIUM-PLATED-BRACELET;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0127-P-PUL1.jpg;1;;0;;1;1;0;Out of stock;1;;;
234;1;GOLD, ROSE GOLD OR RHODIUM NECKLACE;;21,95;4;9,95;1;;;;;D0128   D  COL1;;;;;;;;;;;57;1;both;6.00;;;<p>GOLD, ROSE GOLD OR RHODIUM NECKLACE</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">GOLD OR RHODIUM </li><li class=""bullet"">ADJUSTABLE DESIGN</li></ul>";Jewerly, Woman, Necklaces, Original, Fashion, Style;;;;GOLD-ROSE-GOLD-OR-RHODIUM-NECKLACE;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0128-D-COL1.jpg;1;;0;;1;1;0;Out of stock;1;;;
235;1;GOLD, ROSE GOLD OR RHODIUM NECKLACE;;19,95;4;7,95;1;;;;;D0129   D  COL1;;;;;;;;;;;43;1;both;6.00;;;<p>GOLD, ROSE GOLD OR RHODIUM NECKLACE</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">DOUBLE HOOP</li><li class=""bullet""></li></ul>";Jewerly, Woman, Necklaces, Original, Fashion, Style;;;;GOLD-ROSE-GOLD-OR-RHODIUM-NECKLACE;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0129-D-COL1.jpg;1;;0;;1;1;0;Out of stock;1;;;
236;1;GOLD OR RHODIUM PLATED EARRING;;18,95;4;6,95;1;;;;;D0129   D  PE1 ;;;;;;;;;;;63;1;both;6.00;;;<p>GOLD OR RHODIUM PLATED EARRING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">DOUBLE HOOP</li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;GOLD-OR-RHODIUM-PLATED-EARRING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0129-D-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
237;1;GOLD OR RHODIUM PLATED BRACELET;;23,95;4;9,95;1;;;;;D0129   D  PUL1;;;;;;;;;;;72;1;both;6.00;;;<p>GOLD OR RHODIUM PLATED BRACELET</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">DOUBLE HOOP</li><li class=""bullet""></li></ul>";Jewerly, Woman, Bracelets, Original, Fashion, Style;;;;GOLD-OR-RHODIUM-PLATED-BRACELET;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0129-D-PUL1.jpg;1;;0;;1;1;0;Out of stock;1;;;
238;1;GOLD OR RHODIUM PLATED EARRING;;12,95;4;4,95;1;;;;;D0130   D  PE1 ;;;;;;;;;;;62;1;both;6.00;;;<p>GOLD OR RHODIUM PLATED EARRING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet""></li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;GOLD-OR-RHODIUM-PLATED-EARRING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0130-D-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
239;1;GOLD OR RHODIUM PLATED EARRING;;12,95;4;4,95;1;;;;;D0130   PL PE1 ;;;;;;;;;;;61;1;both;6.00;;;<p>GOLD OR RHODIUM PLATED EARRING</p>   ;"<ul><li class=""bullet"">GOLD OR RHODIUM </li><li class=""bullet""></li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;GOLD-OR-RHODIUM-PLATED-EARRING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0130-PL-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
240;1;GOLD OR RHODIUM PLATED EARRING;;12,95;4;4,95;1;;;;;D0131   D  PE1 ;;;;;;;;;;;54;1;both;6.00;;;<p>GOLD OR RHODIUM PLATED EARRING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">STAR DETAIL DESIGN</li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;GOLD-OR-RHODIUM-PLATED-EARRING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0131-D-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
241;1;GOLD OR RHODIUM PLATED EARRING;;12,95;4;4,95;1;;;;;D0131   PL PE1 ;;;;;;;;;;;58;1;both;6.00;;;<p>GOLD OR RHODIUM PLATED EARRING</p>   ;"<ul><li class=""bullet"">GOLD OR RHODIUM </li><li class=""bullet"">STAR DETAIL DESIGN</li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;GOLD-OR-RHODIUM-PLATED-EARRING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0131-PL-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
242;1;GOLD OR RHODIUM PLATED EARRING;;16,95;4;6,95;1;;;;;D0132   D  PEN1;;;;;;;;;;;70;1;both;6.00;;;<p>GOLD OR RHODIUM PLATED EARRING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">ZIRCON DETAIL</li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;GOLD-OR-RHODIUM-PLATED-EARRING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0132-D-PEN1.jpg;1;;0;;1;1;0;Out of stock;1;;;
243;1;GOLD OR RHODIUM PLATED EARRING;;16,95;4;6,95;1;;;;;D0132   PL PEN1;;;;;;;;;;;67;1;both;6.00;;;<p>GOLD OR RHODIUM PLATED EARRING</p>   ;"<ul><li class=""bullet"">GOLD OR RHODIUM </li><li class=""bullet"">ZIRCON DETAIL</li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;GOLD-OR-RHODIUM-PLATED-EARRING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0132-PL-PEN1.jpg;1;;0;;1;1;0;Out of stock;1;;;
244;1;GOLD, ROSE GOLD OR RHODIUM NECKLACE;;24,95;4;11,95;1;;;;;D0133   D  COL1;;;;;;;;;;;68;1;both;6.00;;;<p>GOLD, ROSE GOLD OR RHODIUM NECKLACE</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet""></li><li class=""bullet""></li></ul>";Jewerly, Woman, Necklaces, Original, Fashion, Style;;;;GOLD-ROSE-GOLD-OR-RHODIUM-NECKLACE;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0133-D-COL1.jpg;1;;0;;1;1;0;Out of stock;1;;;
245;1;GOLD, ROSE GOLD OR RHODIUM NECKLACE;;21,95;4;9,95;1;;;;;D0134   D  COL1;;;;;;;;;;;72;1;both;6.00;;;<p>GOLD, ROSE GOLD OR RHODIUM NECKLACE</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet""></li><li class=""bullet""></li></ul>";Jewerly, Woman, Necklaces, Original, Fashion, Style;;;;GOLD-ROSE-GOLD-OR-RHODIUM-NECKLACE;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0134-D-COL1.jpg;1;;0;;1;1;0;Out of stock;1;;;
246;1;GOLD OR RHODIUM PLATED EARRING;;24,95;4;10,95;1;;;;;D0134   D  PE1 ;;;;;;;;;;;57;1;both;6.00;;;<p>GOLD OR RHODIUM PLATED EARRING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet""></li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;GOLD-OR-RHODIUM-PLATED-EARRING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0134-D-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
247;1;GOLD OR RHODIUM PLATED BRACELET;;42,95;4;18,95;1;;;;;D0135   D  PUL1;;;;;;;;;;;75;1;both;6.00;;;<p>GOLD OR RHODIUM PLATED BRACELET</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet""></li><li class=""bullet""></li></ul>";Jewerly, Woman, Bracelets, Original, Fashion, Style;;;;GOLD-OR-RHODIUM-PLATED-BRACELET;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0135-D-PUL1.jpg;1;;0;;1;1;0;Out of stock;1;;;
248;1;GOLD OR RHODIUM PLATED RING;;14,95;4;6,3;1;;;;;D0136   AZ A1  ;;;;;;;;;;;13;1;both;6.00;;;<p>GOLD OR RHODIUM PLATED RING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">ZIRCON DETAIL</li><li class=""bullet""></li></ul>";Jewerly, Woman, Rings, Original, Fashion, Style;;;;GOLD-OR-RHODIUM-PLATED-RING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0136-AZ-A1.jpg;1;;0;;1;1;0;Out of stock;1;;;
249;1;GOLD OR RHODIUM PLATED EARRING;;23,95;4;9,95;1;;;;;D0136   AZ PE1 ;;;;;;;;;;;40;1;both;6.00;;;<p>GOLD OR RHODIUM PLATED EARRING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">ZIRCON DETAIL</li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;GOLD-OR-RHODIUM-PLATED-EARRING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0136-AZ-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
250;1;GOLD OR RHODIUM PLATED RING;;12,95;4;5,3;1;;;;;D0136   D  A1  ;;;;;;;;;;;41;1;both;6.00;;;<p>GOLD OR RHODIUM PLATED RING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">ZIRCON DETAIL</li><li class=""bullet""></li></ul>";Jewerly, Woman, Rings, Original, Fashion, Style;;;;GOLD-OR-RHODIUM-PLATED-RING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0136-D-A1.jpg;1;;0;;1;1;0;Out of stock;1;;;
251;1;GOLD OR RHODIUM PLATED EARRING;;14,95;4;6,85;1;;;;;D0136   D  PE1 ;;;;;;;;;;;39;1;both;6.00;;;<p>GOLD OR RHODIUM PLATED EARRING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">ZIRCON DETAIL</li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;GOLD-OR-RHODIUM-PLATED-EARRING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0136-D-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
252;1;GOLD OR RHODIUM PLATED RING;;14,95;4;6,3;1;;;;;D0136   M  A1  ;;;;;;;;;;;12;1;both;6.00;;;<p>GOLD OR RHODIUM PLATED RING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">ZIRCON DETAIL</li><li class=""bullet""></li></ul>";Jewerly, Woman, Rings, Original, Fashion, Style;;;;GOLD-OR-RHODIUM-PLATED-RING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0136-M-A1.jpg;1;;0;;1;1;0;Out of stock;1;;;
253;1;GOLD OR RHODIUM PLATED EARRING;;23,95;4;9,95;1;;;;;D0136   M  PE1 ;;;;;;;;;;;23;1;both;6.00;;;<p>GOLD OR RHODIUM PLATED EARRING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">ZIRCON DETAIL</li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;GOLD-OR-RHODIUM-PLATED-EARRING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0136-M-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
254;1;GOLD OR RHODIUM PLATED RING;;14,95;4;6,3;1;;;;;D0136   R  A1  ;;;;;;;;;;;11;1;both;6.00;;;<p>GOLD OR RHODIUM PLATED RING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">ZIRCON DETAIL</li><li class=""bullet""></li></ul>";Jewerly, Woman, Rings, Original, Fashion, Style;;;;GOLD-OR-RHODIUM-PLATED-RING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0136-R-A1.jpg;1;;0;;1;1;0;Out of stock;1;;;
255;1;GOLD OR RHODIUM PLATED EARRING;;23,95;4;9,95;1;;;;;D0136   R  PE1 ;;;;;;;;;;;40;1;both;6.00;;;<p>GOLD OR RHODIUM PLATED EARRING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">ZIRCON DETAIL</li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;GOLD-OR-RHODIUM-PLATED-EARRING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0136-R-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
