ID;Active (0/1);Nombre/ Descripción corta;Categories (x,y,z...); Price tax included;Tax rules ID;Precio al por mayor;On sale;Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Fabricante;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Cantidad;Minimal quantity;Visible en;Additional shipping cost;Unit for the unit price;Unit price;Descripción corta;Descripción;Tags;Meta-título;Meta palabras clave;Meta descripción;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product availability date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature (Name:Value:Position:Customized);Available online only (0 = No, 1 = Yes);Estado;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Action when out of stock;ID / Name of shop;Advanced Stock Management;Depends on stock;Warehouse
1;1;SEMI RIGID WATCH 35MM;;59,95;4;26,95;1;;;;;3P538   CU  ;;;;;;;;;;;14;1;both;6.00;;;<p>SEMI RIGID WATCH 35MM</p>   ;"<ul><li class=""bullet"">BRACELET DESIGN</li><li class=""bullet"">COMBINED DETAIL</li><li class=""bullet""></li></ul>";Watches, Woman, Bilyfer, Original, Fashion, Style;;;;SEMI-RIGID-WATCH-35MM;In Stock;;1;;;1;http://donreloj.org/img/imagenes/3P538-CU.jpg;1;;0;;1;1;0;Out of stock;1;;;
2;1;SEMI RIGID WATCH 35MM;;56,95;4;24,95;1;;;;;3P538   D;;;;;;;;;;;9;1;both;6.00;;;<p>SEMI RIGID WATCH 35MM</p>   ;"<ul><li class=""bullet"">BRACELET DESIGN</li><li class=""bullet"">METALLIC FINISHED</li><li class=""bullet""></li></ul>";Watches, Woman, Bilyfer, Original, Fashion, Style;;;;SEMI-RIGID-WATCH-35MM;In Stock;;1;;;1;http://donreloj.org/img/imagenes/3P538-D.jpg;1;;0;;1;1;0;Out of stock;1;;;
3;1;SEMI RIGID WATCH 35MM;;56,95;4;24,95;1;;;;;3P538   DO;;;;;;;;;;;57;1;both;6.00;;;<p>SEMI RIGID WATCH 35MM</p>   ;"<ul><li class=""bullet"">BRACELET DESIGN</li><li class=""bullet"">COMBINED DETAIL</li><li class=""bullet""></li></ul>";Watches, Woman, Bilyfer, Original, Fashion, Style;;;;SEMI-RIGID-WATCH-35MM;In Stock;;1;;;1;http://donreloj.org/img/imagenes/3P538-DO.jpg;1;;0;;1;1;0;Out of stock;1;;;
4;1;WOODEN CASE WATCH;;69,95;4;33,95;1;;;;;3P550   B;;;;;;;;;;;14;1;both;6.00;;;<p>WOODEN CASE WATCH</p>   ;"<ul><li class=""bullet"">WOODEN CASE</li><li class=""bullet"">WOODEN STRAP</li><li class=""bullet""></li></ul>";Watches, Woman, Bilyfer, Original, Fashion, Style;;;;WOODEN-CASE-WATCH;In Stock;;1;;;1;http://donreloj.org/img/imagenes/3P550-B.jpg;1;;0;;1;1;0;Out of stock;1;;;
5;1;NATURAL STONE EARRINGS;;44,95;4;19,95;1;;;;;CHA1703 CU PE1;;;;;;;;;;;38;1;both;6.00;;;<p>NATURAL STONE EARRINGS</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">NATURAL STONE</li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;NATURAL-STONE-EARRINGS;In Stock;;1;;;1;http://donreloj.org/img/imagenes/CHA1703-CU-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
6;1;NATURAL STONE EARRINGS;;44,95;4;19,95;1;;;;;CHA1703 G  PE1;;;;;;;;;;;38;1;both;6.00;;;<p>NATURAL STONE EARRINGS</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">NATURAL STONE</li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;NATURAL-STONE-EARRINGS;In Stock;;1;;;1;http://donreloj.org/img/imagenes/CHA1703-G-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
7;1;NATURAL STONE RING;;39,95;4;16,95;1;;;;;CHA1708 D  A1;;;;;;;;;;;34;1;both;6.00;;;<p>NATURAL STONE RING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">NATURAL QUARTZ</li><li class=""bullet"">STONE DETAIL</li></ul>";Jewerly, Woman, Rings, Original, Fashion, Style;;;;NATURAL-STONE-RING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/CHA1708-D-A1.jpg;1;;0;;1;1;0;Out of stock;1;;;
8;1;NATURAL STONE BRACELET;;22,95;4;9,95;1;;;;;CHA1824 AZ PUL1;;;;;;;;;;;23;1;both;6.00;;;<p>NATURAL STONE BRACELET</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">NATURAL STONE</li><li class=""bullet"">COMBINED SIZES</li></ul>";Jewerly, Woman, Bracelets, Original, Fashion, Style;;;;NATURAL-STONE-BRACELET;In Stock;;1;;;1;http://donreloj.org/img/imagenes/CHA1824-AZ-PUL1.jpg;1;;0;;1;1;0;Out of stock;1;;;
9;1;NATURAL STONE BRACELET;;22,95;4;9,95;1;;;;;CHA1824 V  PUL1;;;;;;;;;;;19;1;both;6.00;;;<p>NATURAL STONE BRACELET</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">NATURAL STONE</li><li class=""bullet"">COMBINED SIZES</li></ul>";Jewerly, Woman, Bracelets, Original, Fashion, Style;;;;NATURAL-STONE-BRACELET;In Stock;;1;;;1;http://donreloj.org/img/imagenes/CHA1824-V-PUL1.jpg;1;;0;;1;1;0;Out of stock;1;;;
10;1;NATURAL STONE EARRINGS;;13,95;4;5,95;1;;;;;CHA1825 F  PE1;;;;;;;;;;;1;1;both;6.00;;;<p>NATURAL STONE EARRINGS</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">NATURAL STONE</li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;NATURAL-STONE-EARRINGS;In Stock;;1;;;1;http://donreloj.org/img/imagenes/CHA1825-F-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
11;1;NATURAL STONE EARRINGS;;13,95;4;5,95;1;;;;;CHA1825 R  PE1;;;;;;;;;;;1;1;both;6.00;;;<p>NATURAL STONE EARRINGS</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">NATURAL STONE</li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;NATURAL-STONE-EARRINGS;In Stock;;1;;;1;http://donreloj.org/img/imagenes/CHA1825-R-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
12;1;NATURAL STONE EARRINGS;;13,95;4;5,95;1;;;;;CHA1825 VO PE1;;;;;;;;;;;2;1;both;6.00;;;<p>NATURAL STONE EARRINGS</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">NATURAL STONE</li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;NATURAL-STONE-EARRINGS;In Stock;;1;;;1;http://donreloj.org/img/imagenes/CHA1825-VO-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
13;1;NATURAL STONE EARRINGS;;13,95;4;5,95;1;;;;;CHA1825 AZ PE1;;;;;;;;;;;1;1;both;6.00;;;<p>NATURAL STONE EARRINGS</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">NATURAL STONE</li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;NATURAL-STONE-EARRINGS;In Stock;;1;;;1;http://donreloj.org/img/imagenes/CHA1825-AZ-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
14;1;NATURAL STONE EARRINGS;;13,95;4;5,95;1;;;;;CHA1825 G  PE1;;;;;;;;;;;1;1;both;6.00;;;<p>NATURAL STONE EARRINGS</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">NATURAL STONE</li><li class=""bullet"">STONE DETAIL</li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;NATURAL-STONE-EARRINGS;In Stock;;1;;;1;http://donreloj.org/img/imagenes/CHA1825-G-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
15;1;NATURAL STONE EARRINGS;;13,95;4;5,95;1;;;;;CHA1825 GR PE1;;;;;;;;;;;1;1;both;6.00;;;<p>NATURAL STONE EARRINGS</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">NATURAL STONE</li><li class=""bullet"">STONE DETAIL</li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;NATURAL-STONE-EARRINGS;In Stock;;1;;;1;http://donreloj.org/img/imagenes/CHA1825-GR-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
16;1;NATURAL STONE EARRINGS;;13,95;4;5,95;1;;;;;CHA1825 VI PE1;;;;;;;;;;;1;1;both;6.00;;;<p>NATURAL STONE EARRINGS</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">NATURAL STONE</li><li class=""bullet"">STONE DETAIL</li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;NATURAL-STONE-EARRINGS;In Stock;;1;;;1;http://donreloj.org/img/imagenes/CHA1825-VI-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
17;1;NATURAL STONE EARRINGS;;13,95;4;5,95;1;;;;;CHA1825 VO PE1;;;;;;;;;;;2;1;both;6.00;;;<p>NATURAL STONE EARRINGS</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">NATURAL STONE</li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;NATURAL-STONE-EARRINGS;In Stock;;1;;;1;http://donreloj.org/img/imagenes/CHA1825-VO-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
18;1;GOLD, ROSE GOLD OR RHODIUM EARRING;;33,95;4;13,95;1;;;;;CHA1888 D  PE1;;;;;;;;;;;23;1;both;6.00;;;<p>GOLD, ROSE GOLD OR RHODIUM EARRING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">NATURAL STONE</li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;GOLD-ROSE-GOLD-OR-RHODIUM-EARRING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/CHA1888-D-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
19;1;NATURAL STONE RING;;39,95;4;16,95;1;;;;;CHA1996 D  A1;;;;;;;;;;;47;1;both;6.00;;;<p>NATURAL STONE RING</p>   ;"<ul><li class=""bullet"">STONE DETAIL</li><li class=""bullet"">UNIVERSAL SIZE</li><li class=""bullet""></li></ul>";Jewerly, Woman, Rings, Original, Fashion, Style;;;;NATURAL-STONE-RING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/CHA1996-D-A1.jpg;1;;0;;1;1;0;Out of stock;1;;;
20;1;NATURAL STONE RING;;39,95;4;16,95;1;;;;;CHA1996 G  A1;;;;;;;;;;;41;1;both;6.00;;;<p>NATURAL STONE RING</p>   ;"<ul><li class=""bullet"">STONE DETAIL</li><li class=""bullet"">UNIVERSAL SIZE</li><li class=""bullet""></li></ul>";Jewerly, Woman, Rings, Original, Fashion, Style;;;;NATURAL-STONE-RING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/CHA1996-G-A1.jpg;1;;0;;1;1;0;Out of stock;1;;;
21;1;NATURAL STONE EARRINGS;;26,95;4;12,55;1;;;;;CHA2008 VO PE1;;;;;;;;;;;6;1;both;6.00;;;<p>NATURAL STONE EARRINGS</p>   ;"<ul><li class=""bullet"">NATURAL STONE</li><li class=""bullet""></li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;NATURAL-STONE-EARRINGS;In Stock;;1;;;1;http://donreloj.org/img/imagenes/CHA2008-VO-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
22;1;NATURAL STONE RING;;38,95;4;14,95;1;;;;;CHA2009 AZ A1;;;;;;;;;;;7;1;both;6.00;;;<p>NATURAL STONE RING</p>   ;"<ul><li class=""bullet"">NATURAL STONE</li><li class=""bullet"">UNIVERSAL SIZE</li><li class=""bullet""></li></ul>";Jewerly, Woman, Rings, Original, Fashion, Style;;;;NATURAL-STONE-RING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/CHA2009-AZ-A1.jpg;1;;0;;1;1;0;Out of stock;1;;;
23;1;NATURAL STONE RING;;38,95;4;14,95;1;;;;;CHA2009 C  A1;;;;;;;;;;;27;1;both;6.00;;;<p>NATURAL STONE RING</p>   ;"<ul><li class=""bullet"">NATURAL STONE</li><li class=""bullet"">UNIVERSAL SIZE</li><li class=""bullet""></li></ul>";Jewerly, Woman, Rings, Original, Fashion, Style;;;;NATURAL-STONE-RING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/CHA2009-C-A1.jpg;1;;0;;1;1;0;Out of stock;1;;;
24;1;NATURAL STONE RING;;38,95;4;14,95;1;;;;;CHA2009 F  A1;;;;;;;;;;;13;1;both;6.00;;;<p>NATURAL STONE RING</p>   ;"<ul><li class=""bullet"">NATURAL STONE</li><li class=""bullet"">UNIVERSAL SIZE</li><li class=""bullet""></li></ul>";Jewerly, Woman, Rings, Original, Fashion, Style;;;;NATURAL-STONE-RING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/CHA2009-F-A1.jpg;1;;0;;1;1;0;Out of stock;1;;;
25;1;NATURAL STONE RING;;38,95;4;14,95;1;;;;;CHA2009 L  A1;;;;;;;;;;;12;1;both;6.00;;;<p>NATURAL STONE RING</p>   ;"<ul><li class=""bullet"">NATURAL STONE</li><li class=""bullet"">UNIVERSAL SIZE</li><li class=""bullet""></li></ul>";Jewerly, Woman, Rings, Original, Fashion, Style;;;;NATURAL-STONE-RING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/CHA2009-L-A1.jpg;1;;0;;1;1;0;Out of stock;1;;;
26;1;NATURAL STONE RING;;38,95;4;14,95;1;;;;;CHA2009 R  A1;;;;;;;;;;;18;1;both;6.00;;;<p>NATURAL STONE RING</p>   ;"<ul><li class=""bullet"">NATURAL STONE</li><li class=""bullet"">UNIVERSAL SIZE</li><li class=""bullet""></li></ul>";Jewerly, Woman, Rings, Original, Fashion, Style;;;;NATURAL-STONE-RING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/CHA2009-R-A1.jpg;1;;0;;1;1;0;Out of stock;1;;;
27;1;NATURAL STONE RING;;38,95;4;14,95;1;;;;;CHA2009 V  A1;;;;;;;;;;;1;1;both;6.00;;;<p>NATURAL STONE RING</p>   ;"<ul><li class=""bullet"">NATURAL STONE</li><li class=""bullet"">UNIVERSAL SIZE</li><li class=""bullet""></li></ul>";Jewerly, Woman, Rings, Original, Fashion, Style;;;;NATURAL-STONE-RING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/CHA2009-V-A1.jpg;1;;0;;1;1;0;Out of stock;1;;;
28;1;NATURAL STONE RING;;38,95;4;14,95;1;;;;;CHA2009 VO A1;;;;;;;;;;;4;1;both;6.00;;;<p>NATURAL STONE RING</p>   ;"<ul><li class=""bullet"">NATURAL STONE</li><li class=""bullet"">UNIVERSAL SIZE</li><li class=""bullet""></li></ul>";Jewerly, Woman, Rings, Original, Fashion, Style;;;;NATURAL-STONE-RING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/CHA2009-VO-A1.jpg;1;;0;;1;1;0;Out of stock;1;;;
29;1;GOLD, ROSE GOLD OR RHODIUM EARRING;;23,95;4;10,95;1;;;;;D0010   D  PE1;;;;;;;;;;;70;1;both;6.00;;;<p>GOLD, ROSE GOLD OR RHODIUM EARRING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">HOOP DESIGN</li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;GOLD-ROSE-GOLD-OR-RHODIUM-EARRING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0010-D-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
30;1;GOLD, ROSE GOLD OR RHODIUM EARRING;;21,95;4;8,95;1;;;;;D0011   PL PE2;;;;;;;;;;;1;1;both;6.00;;;<p>GOLD, ROSE GOLD OR RHODIUM EARRING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">HOOP DESIGN</li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;GOLD-ROSE-GOLD-OR-RHODIUM-EARRING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0011-PL-PE2.jpg;1;;0;;1;1;0;Out of stock;1;;;
31;1;GOLD, ROSE GOLD OR RHODIUM EARRING;;23,95;4;10,95;1;;;;;D0011   PL PE3;;;;;;;;;;;8;1;both;6.00;;;<p>GOLD, ROSE GOLD OR RHODIUM EARRING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">HOOP DESIGN</li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;GOLD-ROSE-GOLD-OR-RHODIUM-EARRING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0011-PL-PE3.jpg;1;;0;;1;1;0;Out of stock;1;;;
32;1;GOLD, ROSE GOLD OR RHODIUM EARRING;;19,95;4;9,3;1;;;;;D0016   D  PE1;;;;;;;;;;;20;1;both;6.00;;;<p>GOLD, ROSE GOLD OR RHODIUM EARRING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">HOOP DESIGN</li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;GOLD-ROSE-GOLD-OR-RHODIUM-EARRING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0016-D-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
33;1;NATURAL STONE EARRINGS;;49,95;4;22,95;1;;;;;D0039   GR PE1;;;;;;;;;;;12;1;both;6.00;;;<p>NATURAL STONE EARRINGS</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">STONE DETAIL</li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;NATURAL-STONE-EARRINGS;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0039-GR-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
34;1;NATURAL STONE RING;;34,95;4;14,95;1;;;;;D0039   V  A1;;;;;;;;;;;36;1;both;6.00;;;<p>NATURAL STONE RING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet""></li><li class=""bullet"">COLOR DESIGN</li></ul>";Jewerly, Woman, Rings, Original, Fashion, Style;;;;NATURAL-STONE-RING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0039-V-A1.jpg;1;;0;;1;1;0;Out of stock;1;;;
35;1;NATURAL STONE EARRINGS;;36,95;4;16,95;1;;;;;D0039   V  PE1;;;;;;;;;;;27;1;both;6.00;;;<p>NATURAL STONE EARRINGS</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">NATURAL STONE</li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;NATURAL-STONE-EARRINGS;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0039-V-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
37;1;NATURAL STONE BRACELET;;49,95;4;23,5;1;;;;;D0081   GR PUL1;;;;;;;;;;;4;1;both;6.00;;;<p>NATURAL STONE BRACELET</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">NATURAL STONE</li><li class=""bullet""></li></ul>";Jewerly, Woman, Bracelets, Original, Fashion, Style;;;;NATURAL-STONE-BRACELET;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0081-GR-PUL1.jpg;1;;0;;1;1;0;Out of stock;1;;;
38;1;NATURAL STONE EARRINGS;;36,95;4;16,95;1;;;;;D0081   L  PE1 ;;;;;;;;;;;27;1;both;6.00;;;<p>NATURAL STONE EARRINGS</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">NATURAL STONE</li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;NATURAL-STONE-EARRINGS;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0081-L-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
39;1;NATURAL STONE BRACELET;;49,95;4;23,6;1;;;;;D0081   L  PUL1;;;;;;;;;;;15;1;both;6.00;;;<p>NATURAL STONE BRACELET</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">NATURAL STONE</li><li class=""bullet""></li></ul>";Jewerly, Woman, Bracelets, Original, Fashion, Style;;;;NATURAL-STONE-BRACELET;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0081-L-PUL1.jpg;1;;0;;1;1;0;Out of stock;1;;;
40;1;NATURAL STONE EARRINGS;;36,95;4;16,95;1;;;;;D0081   R  PE1 ;;;;;;;;;;;2;1;both;6.00;;;<p>NATURAL STONE EARRINGS</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">NATURAL STONE</li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;NATURAL-STONE-EARRINGS;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0081-R-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
41;1;NATURAL STONE BRACELET;;49,95;4;23,6;1;;;;;D0081   R  PUL1;;;;;;;;;;;1;1;both;6.00;;;<p>NATURAL STONE BRACELET</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">NATURAL STONE</li><li class=""bullet""></li></ul>";Jewerly, Woman, Bracelets, Original, Fashion, Style;;;;NATURAL-STONE-BRACELET;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0081-R-PUL1.jpg;1;;0;;1;1;0;Out of stock;1;;;
42;1;NATURAL STONE EARRINGS;;36,95;4;16,95;1;;;;;D0081   V  PE1 ;;;;;;;;;;;18;1;both;6.00;;;<p>NATURAL STONE EARRINGS</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">NATURAL STONE</li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;NATURAL-STONE-EARRINGS;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0081-V-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
43;1;NATURAL STONE BRACELET;;49,95;4;23,6;1;;;;;D0081   V  PUL1;;;;;;;;;;;12;1;both;6.00;;;<p>NATURAL STONE BRACELET</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">NATURAL STONE</li><li class=""bullet""></li></ul>";Jewerly, Woman, Bracelets, Original, Fashion, Style;;;;NATURAL-STONE-BRACELET;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0081-V-PUL1.jpg;1;;0;;1;1;0;Out of stock;1;;;
44;1;GOLD OR RHODIUM PLATED RING;;16,95;4;7,95;1;;;;;D0082   CU A1  ;;;;;;;;;;;13;1;both;6.00;;;<p>GOLD OR RHODIUM PLATED RING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">PEARL DETAIL</li><li class=""bullet""></li></ul>";Jewerly, Woman, Rings, Original, Fashion, Style;;;;GOLD-OR-RHODIUM-PLATED-RING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0082-CU-A1.jpg;1;;0;;1;1;0;Out of stock;1;;;
45;1;GOLD OR RHODIUM PLATED EARRING;;14,95;4;6,8;1;;;;;D0082   CU PE1 ;;;;;;;;;;;26;1;both;6.00;;;<p>GOLD OR RHODIUM PLATED EARRING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">PEARL DETAIL</li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;GOLD-OR-RHODIUM-PLATED-EARRING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0082-CU-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
46;1;GOLD OR RHODIUM PLATED RING;;16,95;4;7,95;1;;;;;D0082   D  A1  ;;;;;;;;;;;24;1;both;6.00;;;<p>GOLD OR RHODIUM PLATED RING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">PEARL DETAIL</li><li class=""bullet""></li></ul>";Jewerly, Woman, Rings, Original, Fashion, Style;;;;GOLD-OR-RHODIUM-PLATED-RING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0082-D-A1.jpg;1;;0;;1;1;0;Out of stock;1;;;
47;1;GOLD OR RHODIUM PLATED EARRING;;14,95;4;6,8;1;;;;;D0082   D  PE1 ;;;;;;;;;;;61;1;both;6.00;;;<p>GOLD OR RHODIUM PLATED EARRING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">PEARL DETAIL</li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;GOLD-OR-RHODIUM-PLATED-EARRING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0082-D-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
48;1;GOLD OR RHODIUM PLATED RING;;16,95;4;7,95;1;;;;;D0082   PL A1  ;;;;;;;;;;;23;1;both;6.00;;;<p>GOLD OR RHODIUM PLATED RING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">PEARL DETAIL</li><li class=""bullet""></li></ul>";Jewerly, Woman, Rings, Original, Fashion, Style;;;;GOLD-OR-RHODIUM-PLATED-RING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0082-PL-A1.jpg;1;;0;;1;1;0;Out of stock;1;;;
49;1;GOLD OR RHODIUM PLATED EARRING;;14,95;4;6,8;1;;;;;D0082   PL PE1 ;;;;;;;;;;;60;1;both;6.00;;;<p>GOLD OR RHODIUM PLATED EARRING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">PEARL DETAIL</li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;GOLD-OR-RHODIUM-PLATED-EARRING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0082-PL-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
50;1;GOLD OR RHODIUM PLATED EARRING;;13,95;4;5,95;1;;;;;D0083   D  PE1 ;;;;;;;;;;;15;1;both;6.00;;;<p>GOLD OR RHODIUM PLATED EARRING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">PEARL DETAIL</li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;GOLD-OR-RHODIUM-PLATED-EARRING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0083-D-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
51;1;GOLD OR RHODIUM PLATED EARRING;;13,95;4;5,95;1;;;;;D0083   PL PE1 ;;;;;;;;;;;13;1;both;6.00;;;<p>GOLD OR RHODIUM PLATED EARRING</p>   ;"<ul><li class=""bullet"">GOLD OR</li><li class=""bullet"">PEARL DETAIL</li><li class=""bullet""></li></ul>";Jewerly, Woman, Earrings, Original, Fashion, Style;;;;GOLD-OR-RHODIUM-PLATED-EARRING;In Stock;;1;;;1;http://donreloj.org/img/imagenes/D0083-PL-PE1.jpg;1;;0;;1;1;0;Out of stock;1;;;
